Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party
Jeff Sessions,jeffsessions,2012-12-03T00:00:00Z,986781648,male,United States of America,1946-12-24T00:00:00Z,73,,Republican Party
Jeff Sessions,jeffsessions,2012-12-03T00:00:00Z,986781648,male,United States of America,1946-12-24T00:00:00Z,73,,Republican Party
Jeff Van Drew,CongressmanJVD,2019-01-10T00:00:00Z,1.08347E+18,male,United States of America,1953-02-23T00:00:00Z,67,jeffvandrew,Republican Party
Jeff Van Drew,CongressmanJVD,2019-01-10T00:00:00Z,1.08347E+18,male,United States of America,1953-02-23T00:00:00Z,67,jeffvandrew,Democratic Party
Jeff Van Drew,CongressmanJVD,,,male,United States of America,1953-02-23T00:00:00Z,67,jeffvandrew,Republican Party
Jeff Van Drew,CongressmanJVD,,,male,United States of America,1953-02-23T00:00:00Z,67,jeffvandrew,Democratic Party
Jeff Yarbro,yarbro,,,male,United States of America,1977-02-16T00:00:00Z,43,,Democratic Party
Jeffrey Chiesa,ChiesaNews,2013-06-27T00:00:00Z,1550836628,male,United States of America,1965-06-22T00:00:00Z,55,,Republican Party
Jeffrey Roy,jeffroy,,,male,United States of America,1961-09-08T00:00:00Z,59,,Democratic Party
Jeion Ward,JeionWard,2011-10-24T00:00:00Z,397526668,female,United States of America,1954-01-06T00:00:00Z,66,,Democratic Party
Jello Biafra,jello_biafra,2014-01-07T00:00:00Z,2280620984,male,United States of America,1958-06-17T00:00:00Z,62,jello_biafra_gsm,Green Party of the United States
Jenna Bush Hager,JennaBushHager,2011-05-25T00:00:00Z,305141546,female,United States of America,1981-11-25T00:00:00Z,38,jennabhager,Republican Party
Jennifer Brunner,JenniferBrunner,2009-02-09T00:00:00Z,20462779,female,United States of America,1957-02-05T00:00:00Z,63,,Democratic Party
Jennifer Granholm,JenGranholm,2008-03-20T00:00:00Z,14185317,female,Canada,1959-02-05T00:00:00Z,61,,Democratic Party
Jennifer Psaki,Psaki44,2013-01-30T00:00:00Z,1135388684,female,United States of America,1978-12-01T00:00:00Z,41,,Democratic Party
Jennifer Wexton,JenniferWexton,2013-11-24T00:00:00Z,2212905492,female,United States of America,1968-05-27T00:00:00Z,52,,Democratic Party
Jenny Durkan,MayorJenny,2017-11-16T00:00:00Z,9.31187E+17,female,United States of America,1958-05-19T00:00:00Z,62,jennydurkan,Democratic Party
Jenny Wilson,JennyWilsonUT,2014-02-09T00:00:00Z,2335899655,female,United States of America,1965-11-01T00:00:00Z,55,,Democratic Party
Jenny Wilson,JennyWilsonUT,2014-02-09T00:00:00Z,2335899655,female,United States of America,1965-11-01T00:00:00Z,55,,Utah Democratic Party
Jeremy Taylor,jtaylorcongress,,,male,United States of America,1978-04-19T00:00:00Z,42,,Republican Party of Iowa
Jerrold Nadler,RepJerryNadler,2009-05-15T00:00:00Z,40302336,male,United States of America,1947-06-13T00:00:00Z,73,,Democratic Party
Jerry Brown,jerrybrowngov,2009-01-23T00:00:00Z,19418459,male,United States of America,1938-04-07T00:00:00Z,82,,Democratic Party
Jerry E. Patterson,Patterson4TX,2011-07-12T00:00:00Z,334219471,male,United States of America,1946-11-15T00:00:00Z,74,,Republican Party
Jerry McNerney,RepMcNerney,2011-10-05T00:00:00Z,385429543,male,United States of America,1951-06-18T00:00:00Z,69,,Democratic Party
Jerry Moran,JerryMoran,2009-01-05T00:00:00Z,18632666,male,United States of America,1954-05-29T00:00:00Z,66,senjerrymoran,Republican Party
Jerry Moran,JerryMoran,,18632666,male,United States of America,1954-05-29T00:00:00Z,66,senjerrymoran,Republican Party
Jerry Springer,jerryspringer,2011-05-17T00:00:00Z,300506276,male,United Kingdom,1944-02-13T00:00:00Z,76,,Democratic Party
Jesse Jackson,RevJJackson,2009-10-06T00:00:00Z,80366372,male,United States of America,1941-10-08T00:00:00Z,79,,Democratic Party
Jesse Ventura,GovJVentura,2013-11-27T00:00:00Z,2218177956,male,United States of America,1951-07-15T00:00:00Z,69,,Green Party of the United States
Jesse Ventura,GovJVentura,2013-11-27T00:00:00Z,2218177956,male,United States of America,1951-07-15T00:00:00Z,69,,Reform Party of the United States of America
Jesse Ventura,GovJVentura,2013-11-27T00:00:00Z,2218177956,male,United States of America,1951-07-15T00:00:00Z,69,,Independence Party of Minnesota
Jessica Ramos,jessicaramos,2009-03-25T00:00:00Z,26583978,female,United States of America,,,,Democratic Party
"Jesús ""Chuy"" García",ChuyForCongress,2014-10-27T00:00:00Z,2847603597,male,Mexico,1956-04-12T00:00:00Z,64,,Democratic Party
Jill Biden,drbiden,2017-01-18T00:00:00Z,8.21784E+17,female,United States of America,1951-06-03T00:00:00Z,69,drbiden,Democratic Party
Jill Stein,DrJillStein,2010-02-04T00:00:00Z,111216929,female,United States of America,1950-05-14T00:00:00Z,70,drjillstein,Green Party of the United States
Jim Baird,electjimbaird,2010-03-16T00:00:00Z,123563657,male,United States of America,1945-06-04T00:00:00Z,75,,Republican Party
Jim Banks,RepJimBanks,2017-01-03T00:00:00Z,8.16131E+17,male,United States of America,1979-07-16T00:00:00Z,41,repjimbanks,Republican Party
Jim Bridenstine,RepJBridenstine,2011-01-27T00:00:00Z,243418245,male,United States of America,1975-06-15T00:00:00Z,45,repjbridenstine,Republican Party
Jim Bridenstine,JimBridenstine,2011-01-27T00:00:00Z,243418245,male,United States of America,1975-06-15T00:00:00Z,45,repjbridenstine,Republican Party
Jim Bridenstine,RepJBridenstine,2013-01-15T00:00:00Z,1092757885,male,United States of America,1975-06-15T00:00:00Z,45,repjbridenstine,Republican Party
Jim Bridenstine,JimBridenstine,2013-01-15T00:00:00Z,1092757885,male,United States of America,1975-06-15T00:00:00Z,45,repjbridenstine,Republican Party
Jim Clyburn,Clyburn,,t2086422092,male,United States of America,1940-07-21T00:00:00Z,80,,Democratic Party
Jim Cooper,RepJimCooper,2009-03-02T00:00:00Z,22523087,male,United States of America,1954-06-19T00:00:00Z,66,repjimcooper,Democratic Party
Jim Costa,RepJimCosta,2011-01-31T00:00:00Z,245451804,male,United States of America,1952-04-13T00:00:00Z,68,,Democratic Party
Jim Dabakis,JimDabakis,2011-03-22T00:00:00Z,270462608,male,United States of America,2000-01-01T00:00:00Z,20,,Democratic Party
Jim Davnie,jdavnie,2011-03-08T00:00:00Z,262794246,male,United States of America,1959-04-13T00:00:00Z,61,,Minnesota Democratic–Farmer–Labor Party
Jim Davnie,jdavnie,2011-03-08T00:00:00Z,262794246,male,United States of America,1959-04-13T00:00:00Z,61,,Democratic Party
Jim DeMint,JimDeMint,2007-10-17T00:00:00Z,9508922,male,United States of America,1951-09-02T00:00:00Z,69,,Republican Party
Jim Durkin,jimdurkin82,,,male,United States of America,1961-01-28T00:00:00Z,59,,Republican Party
Jim Gilmore,governorgilmore,2015-07-01T00:00:00Z,3352706206,male,United States of America,1949-10-06T00:00:00Z,71,,Republican Party
Jim Hagedorn,RepHagedorn,2019-01-10T00:00:00Z,1.08347E+18,male,United States of America,1962-08-04T00:00:00Z,58,,Republican Party
Jim Himes,JAHimes,2009-04-15T00:00:00Z,31611298,male,Peru,1966-07-05T00:00:00Z,54,,Democratic Party
Jim Jordan,Jim_Jordan,2008-12-16T00:00:00Z,18166778,male,United States of America,1964-02-17T00:00:00Z,56,,Republican Party
Jim Jordan,Jim_Jordan,2008-12-16T00:00:00Z,18166778,male,United States of America,1964-02-17T00:00:00Z,56,,Republican Party
Jim Justice,WVGovernor,,,male,United States of America,1951-04-27T00:00:00Z,69,govjustice,Republican Party
Jim Justice,WVGovernor,,,male,United States of America,1951-04-27T00:00:00Z,69,govjustice,Democratic Party
Jim Kenney,JimFKenney,2011-09-20T00:00:00Z,376874694,male,United States of America,1958-08-07T00:00:00Z,62,phillymayor,Democratic Party
Jim Langevin,JimLangevin,2009-01-12T00:00:00Z,18909919,male,United States of America,1964-04-22T00:00:00Z,56,,Democratic Party
Jim McDermott,RepJimMcDermott,2010-04-12T00:00:00Z,132201224,male,United States of America,1936-12-28T00:00:00Z,83,,Democratic Party
Jim McGovern,RepMcGovern,2011-01-24T00:00:00Z,242426145,male,United States of America,1959-11-20T00:00:00Z,60,repmcgovern,Democratic Party
Jim Mountain Inhofe,JimInhofe,2007-07-05T00:00:00Z,7270292,male,United States of America,1934-11-17T00:00:00Z,86,jiminhofe,Republican Party
Jim Nussle,JimNussle,2020-01-09T00:00:00Z,1.21531E+18,male,United States of America,1960-06-27T00:00:00Z,60,,Republican Party
Jim Nussle,JimNussle,2009-02-03T00:00:00Z,19970528,male,United States of America,1960-06-27T00:00:00Z,60,,Republican Party
Jim Patterson,jimpatterson559,2012-02-10T00:00:00Z,489087014,male,United States of America,1948-02-18T00:00:00Z,72,,Republican Party
Jim Patterson,jimpatterson559,2012-02-10T00:00:00Z,489087014,male,United States of America,1948-02-18T00:00:00Z,72,,California Republican Party
Jim Renacci,RepJimRenacci,2011-01-11T00:00:00Z,236916916,male,United States of America,1958-12-03T00:00:00Z,61,repjimrenacci,Republican Party
Jim Risch,SenatorRisch,2013-01-16T00:00:00Z,1096059529,male,United States of America,1943-05-03T00:00:00Z,77,,Republican Party
Jim Sensenbrenner,JimPressOffice,2012-09-28T00:00:00Z,851621377,male,United States of America,1943-06-14T00:00:00Z,77,repjimsensenbrenner,Republican Party
Jim Talent,JimTalent,2009-04-09T00:00:00Z,29898014,male,United States of America,1956-10-18T00:00:00Z,64,,Republican Party
Jim Tedisco,jamestedisco,2009-01-25T00:00:00Z,19485876,male,United States of America,1950-07-15T00:00:00Z,70,,Republican Party
Jim Webb,jimwebbusa,2014-08-19T00:00:00Z,2746932876,male,United States of America,1946-02-09T00:00:00Z,74,webb2016,Democratic Party
Jim Yong Kim,JimYongKim,2019-01-31T00:00:00Z,1.09108E+18,male,South Korea,1959-12-08T00:00:00Z,60,,Democratic Party
Jimmy Duncan,RepJohnDuncanJr,2013-09-19T00:00:00Z,1883356866,male,United States of America,1947-07-21T00:00:00Z,73,,Republican Party
Jimmy Gomez,RepJimmyGomez,2014-03-04T00:00:00Z,2371339658,male,United States of America,1974-11-25T00:00:00Z,45,,California Democratic Party
Jimmy Higdon,senatorjimmy,,,male,United States of America,1953-07-15T00:00:00Z,67,,Republican Party
Jimmy Panetta,RepJimmyPanetta,2016-11-10T00:00:00Z,7.96737E+17,male,United States of America,1969-10-01T00:00:00Z,51,repjimmypanetta,Democratic Party
Jo Ann Emerson,joannemerson,,,female,United States of America,1950-09-16T00:00:00Z,70,,Republican Party
Jo Jorgensen,Jorgensen4POTUS,2019-09-24T00:00:00Z,1.17637E+18,female,United States of America,1957-05-01T00:00:00Z,63,,Libertarian Party
Jo Jorgensen,Jorgensen4POTUS,,1.17637E+18,female,United States of America,1957-05-01T00:00:00Z,63,,Libertarian Party
Jo Rae Perkins,PerkinsForUSSen,,,female,United States of America,1956-05-09T00:00:00Z,64,perkinsforussenate,Republican Party
JoCasta Zamarripa,repjocasta,2009-04-30T00:00:00Z,36726020,female,United States of America,1976-03-08T00:00:00Z,44,,Democratic Party
Joan Carter Conway,conway_joanEHE,2013-02-21T00:00:00Z,1205882858,female,United States of America,1951-04-05T00:00:00Z,69,,Democratic Party
Joaquín Castro,JoaquinCastrotx,2010-12-28T00:00:00Z,231510077,male,United States of America,1974-09-16T00:00:00Z,46,joaquincastrotx,Democratic Party
Jodey Arrington,RepArrington,2017-01-03T00:00:00Z,8.16285E+17,male,United States of America,1972-03-09T00:00:00Z,48,repjodeyarrington,Republican Party
Jody Hice,congressmanhice,2015-01-12T00:00:00Z,2975091705,male,United States of America,1960-04-22T00:00:00Z,60,rep_hice,Republican Party
Jody Steverson,JodySteverson,2010-01-28T00:00:00Z,109110373,male,United States of America,1968-08-21T00:00:00Z,52,,Democratic Party
Jody Steverson,JodySteverson,2010-01-28T00:00:00Z,109110373,male,United States of America,1968-08-21T00:00:00Z,52,,Republican Party
Joe Barton,RepJoeBarton,2009-02-02T00:00:00Z,19929362,male,United States of America,1949-09-15T00:00:00Z,71,,Republican Party
Joe Biden,JoeBiden,2011-06-28T00:00:00Z,325830217,male,United States of America,1942-11-20T00:00:00Z,77,joebiden,Democratic Party
Joe Biden,JoeBiden,2007-03-11T00:00:00Z,939091,male,United States of America,1942-11-20T00:00:00Z,77,joebiden,Democratic Party
Joe Biden,JoeBiden,2011-06-28T00:00:00Z,325830217,male,United States of America,1942-11-20T00:00:00Z,77,vp44,Democratic Party
Joe Biden,JoeBiden,2007-03-11T00:00:00Z,939091,male,United States of America,1942-11-20T00:00:00Z,77,vp44,Democratic Party
Joe Courtney,RepJoeCourtney,2009-10-26T00:00:00Z,85396297,male,United States of America,1953-04-06T00:00:00Z,67,repjoecourtney,Democratic Party
Joe Crowley,JoeCrowleyNY,2010-02-05T00:00:00Z,111635980,male,United States of America,1962-03-16T00:00:00Z,58,,Democratic Party
Joe Cunningham,RepCunningham,2019-01-01T00:00:00Z,1.0802E+18,male,United States of America,1982-05-26T00:00:00Z,38,joecunninghamsc,Democratic Party
Joe Cunningham,JoeCunninghamSC,2019-01-01T00:00:00Z,1.0802E+18,male,United States of America,1982-05-26T00:00:00Z,38,joecunninghamsc,Democratic Party
Joe Cunningham,JoeCunninghamSC,2017-01-31T00:00:00Z,8.26589E+17,male,United States of America,1982-05-26T00:00:00Z,38,joecunninghamsc,Democratic Party
Joe Cunningham,RepCunningham,2017-01-31T00:00:00Z,8.26589E+17,male,United States of America,1982-05-26T00:00:00Z,38,joecunninghamsc,Democratic Party
Joe Donnelly,SenDonnelly,2010-11-16T00:00:00Z,216503958,male,United States of America,1955-09-29T00:00:00Z,65,sendonnelly,Democratic Party
Joe Dorman,Dorman2014,,t2070991010,male,United States of America,1970-09-18T00:00:00Z,50,joe_dorman,Democratic Party
Joe Hogsett,IndyMayorJoe,,,male,United States of America,1956-06-30T00:00:00Z,64,mayorjoeforindy,Democratic Party
Joe Kennedy III,repjoekennedy,2013-01-02T00:00:00Z,1055907624,male,United States of America,1980-10-04T00:00:00Z,40,repkennedy,Democratic Party
Joe Lieberman,JoeLieberman,2009-10-21T00:00:00Z,84129740,male,United States of America,1942-02-24T00:00:00Z,78,,Democratic Party
Joe Manchin,Sen_JoeManchin,2011-01-05T00:00:00Z,234374703,male,United States of America,1947-08-24T00:00:00Z,73,joemanchin,Democratic Party
Joe Moody,moodyforelpaso,2010-08-07T00:00:00Z,175847438,male,United States of America,1981-01-09T00:00:00Z,39,,Democratic Party
Joe Neguse,JoeNeguse,2013-06-23T00:00:00Z,1542372750,male,United States of America,1984-05-13T00:00:00Z,36,,Democratic Party
Joe Sanfelippo,JoeSanfelippo,2012-05-04T00:00:00Z,571169403,male,United States of America,1964-02-26T00:00:00Z,56,,Republican Party
Joe Scarborough,JoeNBC,2009-02-22T00:00:00Z,21619519,male,United States of America,1963-04-09T00:00:00Z,57,,Republican Party
Joe Schiavoni,JoeSchiavoni,2009-05-07T00:00:00Z,38442478,male,United States of America,1979-09-21T00:00:00Z,41,,Democratic Party
Joe Sestak,JoeSestak,2009-06-12T00:00:00Z,46764631,male,United States of America,1951-12-12T00:00:00Z,68,joesestak,Democratic Party
"Joe Shirley, Jr.",joeshirls,2012-05-31T00:00:00Z,595937099,male,United States of America,1947-12-04T00:00:00Z,72,,Democratic Party
Joe Walsh,walshfreedom,2011-01-10T00:00:00Z,236487888,male,United States of America,1961-12-27T00:00:00Z,58,walsh_freedom,Republican Party
Joe Wilson,RepJoeWilson,2011-02-18T00:00:00Z,254082173,male,United States of America,1947-07-31T00:00:00Z,73,repjoewilson,Republican Party
John B. Larson,RepJohnLarson,2009-06-24T00:00:00Z,50452197,male,United States of America,1948-07-22T00:00:00Z,72,repjohnblarson,Democratic Party
John Barrasso,SenJohnBarrasso,,,male,United States of America,1952-07-21T00:00:00Z,68,senjohnbarrasso,Republican Party
John Bel Edwards,JohnBelforLA,2013-02-24T00:00:00Z,1217037967,male,United States of America,1966-09-16T00:00:00Z,54,,Democratic Party
John Bell,DelegateJBell,,,male,United States of America,1963-01-29T00:00:00Z,57,,Democratic Party
John Boehner,speakerboehner,2007-07-25T00:00:00Z,7713202,male,United States of America,1949-11-17T00:00:00Z,71,,Republican Party
John Boozman,Boozman4AR,2010-02-05T00:00:00Z,111671288,male,United States of America,1950-12-10T00:00:00Z,69,johnboozman,Republican Party
John Boozman,JohnBoozman,2010-02-05T00:00:00Z,111671288,male,United States of America,1950-12-10T00:00:00Z,69,johnboozman,Republican Party
John Boozman,Boozman4AR,2007-04-27T00:00:00Z,5558312,male,United States of America,1950-12-10T00:00:00Z,69,johnboozman,Republican Party
John Boozman,JohnBoozman,2007-04-27T00:00:00Z,5558312,male,United States of America,1950-12-10T00:00:00Z,69,johnboozman,Republican Party
John Burkhalter,VoteBurkhalter,2013-06-11T00:00:00Z,1504238820,male,United States of America,1956-08-04T00:00:00Z,64,,Democratic Party
John Carney,JohnCarneyde,2011-01-13T00:00:00Z,237770636,male,United States of America,1956-05-20T00:00:00Z,64,johncarneyde,Democratic Party
John Carter,JudgeCarter,2008-12-10T00:00:00Z,18030431,male,United States of America,1941-11-06T00:00:00Z,79,repcarter,Republican Party
John Chiang,johnchiangca,2010-08-17T00:00:00Z,179615493,male,United States of America,1962-07-31T00:00:00Z,58,,Democratic Party
John Conyers,RepJohnConyers,2010-04-30T00:00:00Z,138770045,male,United States of America,1929-05-16T00:00:00Z,91,,Democratic Party
John Cornyn,JohnCornyn,2008-02-07T00:00:00Z,13218102,male,United States of America,1952-02-02T00:00:00Z,68,,Republican Party
John Cranley,JohnCranley,2011-08-29T00:00:00Z,364243120,male,United States of America,1974-02-28T00:00:00Z,46,,Democratic Party
John Culberson,johnculberson,2008-05-26T00:00:00Z,14904437,male,United States of America,1956-08-24T00:00:00Z,64,repjculberson,Republican Party
John Dean,JohnWDean,2010-06-26T00:00:00Z,160010755,male,United States of America,1938-10-14T00:00:00Z,82,,Republican Party
John Dean,JohnWDean,2010-06-26T00:00:00Z,160010755,male,United States of America,1938-10-14T00:00:00Z,82,,independent politician
John Delaney,JohnDelaney,2011-12-01T00:00:00Z,426028646,male,United States of America,1963-04-16T00:00:00Z,57,johndelaney,Democratic Party
"John Dingell, Jr.",JohnDingell,2010-01-27T00:00:00Z,109025212,male,United States of America,1926-07-08T00:00:00Z,94,,Democratic Party
John E. Sununu,JohnSununu,2009-03-08T00:00:00Z,23310548,male,United States of America,1964-09-10T00:00:00Z,56,,Republican Party
John Edwards,Edwards4VA,2011-09-25T00:00:00Z,379900816,male,United States of America,1953-06-10T00:00:00Z,67,,Democratic Party
John Eichelberger,EichForCongress,,,male,United States of America,1958-09-01T00:00:00Z,62,,Republican Party
John Ensign,JimTalent,2009-04-09T00:00:00Z,29898014,male,United States of America,1958-03-25T00:00:00Z,62,,Republican Party
John Faso,JohnFasoNy,2015-07-13T00:00:00Z,3374540505,male,United States of America,1952-08-25T00:00:00Z,68,johnfasony,Republican Party
John Fetterman,johnfetterman,2015-09-11T00:00:00Z,3622368202,male,United States of America,1969-01-01T00:00:00Z,51,johnfetterman,Democratic Party
John Fleming,RepFleming,2009-10-23T00:00:00Z,84620376,male,United States of America,1951-07-05T00:00:00Z,69,,Republican Party
John Foust,johnfoustva,2013-12-09T00:00:00Z,2237991554,male,United States of America,1951-09-09T00:00:00Z,69,,Democratic Party
John G. Mulroe,johngmulroe,2010-01-04T00:00:00Z,101819399,male,United States of America,1959-07-21T00:00:00Z,61,,Democratic Party
John Garamendi,RepGaramendi,2009-11-09T00:00:00Z,88806753,male,United States of America,1945-01-24T00:00:00Z,75,repgaramendi,Democratic Party
John Grisham,johngrisham,2014-09-17T00:00:00Z,2815183826,male,United States of America,1955-02-08T00:00:00Z,65,johngrishamauthor,Democratic Party
John H. Cox,therealjohnhcox,2017-02-05T00:00:00Z,8.28474E+17,male,United States of America,1955-07-15T00:00:00Z,65,,Republican Party
John Hambrick,hambrick4assemb,2010-06-25T00:00:00Z,159605877,male,United States of America,1945-01-01T00:00:00Z,75,,Republican Party
John Hickenlooper,Hickenlooper,2010-02-26T00:00:00Z,117839957,male,United States of America,1952-02-07T00:00:00Z,68,hickforco,Democratic Party
John Hoeven,SenJohnHoeven,2011-09-30T00:00:00Z,382791093,male,United States of America,1957-03-13T00:00:00Z,63,senjohnhoeven,Republican Party
John Hoeven,SenJohnHoeven,2011-09-30T00:00:00Z,382791093,male,United States of America,1957-03-13T00:00:00Z,63,senjohnhoeven,Democratic Party
John Hoeven,SenJohnHoeven,,,male,United States of America,1957-03-13T00:00:00Z,63,senjohnhoeven,Republican Party
John Hoeven,SenJohnHoeven,,,male,United States of America,1957-03-13T00:00:00Z,63,senjohnhoeven,Democratic Party
John James,JohnJamesMI,2017-05-07T00:00:00Z,8.61246E+17,male,United States of America,1981-06-08T00:00:00Z,39,,Republican Party
John Joyce,RepJohnJoyce,2019-01-07T00:00:00Z,1.08231E+18,male,United States of America,1957-02-08T00:00:00Z,63,,Republican Party
John Kasich,JohnKasich,2008-12-10T00:00:00Z,18020081,male,United States of America,1952-05-13T00:00:00Z,68,johnkasich,Republican Party
John Katko,RepJohnKatko,2015-01-07T00:00:00Z,2966765501,male,United States of America,1962-11-09T00:00:00Z,58,,Republican Party
John Kerry,JohnKerry,2008-06-04T00:00:00Z,15007149,male,United States of America,1943-12-11T00:00:00Z,76,,Democratic Party
John Kitzhaber,GovKitz,2009-08-27T00:00:00Z,69427169,male,United States of America,1947-03-05T00:00:00Z,73,,Democratic Party
John Kline,RepJohnKline,2009-09-22T00:00:00Z,76350004,male,United States of America,1947-09-06T00:00:00Z,73,,Republican Party
John Lewis,repjohnlewis,2009-04-07T00:00:00Z,29450962,male,United States of America,1940-02-21T00:00:00Z,80,repjohnlewis,Democratic Party
John McAfee,officialmcafee,2012-11-20T00:00:00Z,961445378,male,United Kingdom,1945-09-18T00:00:00Z,75,officialjohnmcafee,Libertarian Party
John McCain,SenJohnMccain,2009-01-23T00:00:00Z,19394188,male,Panama,1936-08-29T00:00:00Z,84,senjohnmccain,Republican Party
John Moolenaar,RepMoolenaar,2014-07-31T00:00:00Z,2696643955,male,United States of America,1961-05-08T00:00:00Z,59,repmoolenaar,Republican Party
John Moorlach,senatormoorlach,2015-06-12T00:00:00Z,3243703117,male,Netherlands,1955-12-21T00:00:00Z,64,,Republican Party
John Neely Kennedy,JohnKennedyLA,2009-03-25T00:00:00Z,26594419,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Republican Party
John Neely Kennedy,SenJohnKennedy,2009-03-25T00:00:00Z,26594419,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Republican Party
John Neely Kennedy,JohnKennedyLA,2009-03-25T00:00:00Z,26594419,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Democratic Party
John Neely Kennedy,SenJohnKennedy,2009-03-25T00:00:00Z,26594419,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Democratic Party
John Neely Kennedy,JohnKennedyLA,2017-01-04T00:00:00Z,8.16683E+17,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Republican Party
John Neely Kennedy,SenJohnKennedy,2017-01-04T00:00:00Z,8.16683E+17,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Republican Party
John Neely Kennedy,JohnKennedyLA,2017-01-04T00:00:00Z,8.16683E+17,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Democratic Party
John Neely Kennedy,SenJohnKennedy,2017-01-04T00:00:00Z,8.16683E+17,male,United States of America,1951-11-21T00:00:00Z,68,senjohnkennedy,Democratic Party
John O'Bannon,delobannon,2009-08-27T00:00:00Z,69309895,male,United States of America,1948-02-14T00:00:00Z,72,,Republican Party
John Parker,jpwilson4,2020-03-19T00:00:00Z,1.24053E+18,male,United States of America,1970-12-29T00:00:00Z,49,,Democratic Party
John Podesta,johnpodesta,2013-01-08T00:00:00Z,1071777608,male,United States of America,1949-01-08T00:00:00Z,71,,Democratic Party
John R. Bolton,ambjohnbolton,2010-03-01T00:00:00Z,118756393,male,United States of America,1948-11-20T00:00:00Z,71,,Republican Party
John R. Curtis,RepJohnCurtis,2017-11-17T00:00:00Z,9.31614E+17,male,United States of America,1960-05-10T00:00:00Z,60,repjohncurtis,Republican Party
John Ratcliffe,RepRatcliffe,2014-10-27T00:00:00Z,2847221717,male,United States of America,1965-10-20T00:00:00Z,55,rep_ratcliffe,Republican Party
John Rutherford,RepRutherfordFL,2017-02-07T00:00:00Z,8.28977E+17,male,United States of America,1952-09-02T00:00:00Z,68,,Republican Party
John Sarbanes,RepSarbanes,2011-08-29T00:00:00Z,364415553,male,United States of America,1962-05-22T00:00:00Z,58,,Democratic Party
John Schickel,SenatorSchickel,,,male,United States of America,1954-03-29T00:00:00Z,66,,Republican Party
John Shaban,shaban4congress,,t2066478207,male,United States of America,,,,Republican Party
John Shimkus,RepShimkus,2008-07-25T00:00:00Z,15600527,male,United States of America,1958-02-21T00:00:00Z,62,,Republican Party
John Thune,SenJohnThune,2011-05-10T00:00:00Z,296361085,male,United States of America,1961-01-07T00:00:00Z,59,senjohnthune,Republican Party
John Thune,SenJohnThune,2009-03-25T00:00:00Z,26533227,male,United States of America,1961-01-07T00:00:00Z,59,senjohnthune,Republican Party
John Thune,johnthune,2011-05-10T00:00:00Z,296361085,male,United States of America,1961-01-07T00:00:00Z,59,senjohnthune,Republican Party
John Thune,johnthune,2009-03-25T00:00:00Z,26533227,male,United States of America,1961-01-07T00:00:00Z,59,senjohnthune,Republican Party
John Velis,SenJohnVelis,,,male,United States of America,1979-01-26T00:00:00Z,41,,Democratic Party
John Velis,velisforsenate,,,male,United States of America,1979-01-26T00:00:00Z,41,,Democratic Party
John Velis,SenJohnVelis,,,male,United States of America,1979-01-26T00:00:00Z,41,,Democratic Party
John Velis,velisforsenate,,,male,United States of America,1979-01-26T00:00:00Z,41,,Democratic Party
John W. Rose,RepJohnRose,2019-01-04T00:00:00Z,1.08131E+18,male,United States of America,1965-02-23T00:00:00Z,55,,Republican Party
John Yarmuth,RepJohnYarmuth,2011-10-04T00:00:00Z,384913290,male,United States of America,1947-11-04T00:00:00Z,73,,Democratic Party
John Young Brown III,JYBx3,2008-12-20T00:00:00Z,18279894,male,United States of America,1963-06-02T00:00:00Z,57,,Democratic Party
Johnny Isakson,SenatorIsakson,2009-09-29T00:00:00Z,78403308,male,United States of America,1944-12-28T00:00:00Z,75,senatorisakson,Republican Party
Jolie Justus,joliejustus,,,female,United States of America,1971-02-24T00:00:00Z,49,__thejustusleague__,Democratic Party
Jon A. Husted,JonHusted,2009-08-09T00:00:00Z,64098343,male,United States of America,1967-01-01T00:00:00Z,53,,Republican Party
Jon A. Husted,JonHusted,2009-08-09T00:00:00Z,64098343,male,United States of America,1967-01-01T00:00:00Z,53,,Republican Party
Jon A. Husted,JonHusted,2009-08-09T00:00:00Z,64098343,male,United States of America,1967-08-25T00:00:00Z,53,,Republican Party
Jon A. Husted,JonHusted,2009-08-09T00:00:00Z,64098343,male,United States of America,1967-08-25T00:00:00Z,53,,Republican Party
Jon Favreau,jonfavs,2010-04-07T00:00:00Z,130496027,male,United States of America,1981-06-02T00:00:00Z,39,jfavs,Democratic Party
Jon Hecht,RepJonHecht,,,male,United States of America,,,,Democratic Party
"Jon Huntsman, Jr.",JonHuntsman,2011-05-07T00:00:00Z,294728278,male,United States of America,1960-03-26T00:00:00Z,60,,Republican Party
Jon Kyl,SenJonKyl,,,male,United States of America,1942-04-25T00:00:00Z,78,,Republican Party
Jon Ossoff,ossoff,2012-03-11T00:00:00Z,521747968,male,United States of America,1987-02-16T00:00:00Z,33,jonossoff,Democratic Party
Jon Tester,SenatorTester,2012-03-05T00:00:00Z,515822213,male,United States of America,1956-08-21T00:00:00Z,64,,Democratic Party
